Ngay,Thay doi,Mo cua,Cao nhat,Thap nhat,Dong cua,Trung binh,Dong cua DC,Khoi luong
16/07/2015,0.00 / 0.00%,83,83,83,83,83,37.41,170
17/07/2015,0.00 / 0.00%,83,83.5,83,83,83.19,37.41,1.19
20/07/2015,0.00 / 0.00%,83,83,83,83,83,37.41,0
21/07/2015,83.33333333,82,82,82,82,82,36.96,5.64
22/07/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
23/07/2015,0.00 / 0.00%,82.5,83.5,82,82,82.5,36.96,1.05
24/07/2015,0.00 / 0.00%,82,82,80,82,81.01,36.96,6.16
27/07/2015,0.00 / 0.00%,82,82,82,82,82,36.96,3.75
28/07/2015,81.96721311,80,80.5,80,80,80.13,36.05,14.69
29/07/2015,0.00 / 0.00%,80.5,80.5,80,80,80,36.05,7.5
30/07/2015,79.36507937,80,80.5,80,80.5,80,36.28,900
31/07/2015,0.00 / 0.00%,80.5,80.5,80.5,80.5,80.5,36.28,0
3/8/2015,80.64516129,80,80,80,80,80,36.05,2.44
4/8/2015,0.00 / 0.00%,80,80,80,80,80,36.05,100
5/8/2015,80,82,82,82,82,82,36.96,10
6/8/2015,0.00 / 0.00%,80,82,80,82,80.71,36.96,9.28
7/8/2015,81.96721311,81,81,81,81,81,36.51,1.5
10/8/2015,0.00 / 0.00%,80,81,80,81,80.07,36.51,2.76
11/8/2015,81.30081301,80.5,82,80.5,82,81.57,36.96,7.38
12/8/2015,0.00 / 0.00%,82.5,82.5,82,82,82.5,36.96,3.2
13/08/2015,81.96721311,80.5,80.5,80,80,80,36.05,1.65
14/08/2015,80,81,82,81,82,81.67,36.96,1.8
17/08/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
18/08/2015,81.96721311,80.5,80.5,80.5,80.5,80.5,36.28,40
19/08/2015,0.00 / 0.00%,80.5,80.5,80.5,80.5,80.5,36.28,0
20/08/2015,0.00 / 0.00%,81,81,80.5,80.5,80.75,36.28,100
21/08/2015,80.64516129,80,80,80,80,80,36.05,160
24/08/2015,80,80,80,77,77,79.42,34.7,2.43
25/08/2015,0.00 / 0.00%,77,77,77,77,77,34.7,0
26/08/2015,76.92307692,78,78,78,78,78,35.15,30
27/08/2015,0.00 / 0.00%,78,78,78,78,78,35.15,0
28/08/2015,0.00 / 0.00%,78,78,78,78,78,35.15,0
31/08/2015,77.97270955,82,82,82,82,82,36.96,100
1/9/2015,81.96721311,78,80.5,78,79,78.88,35.6,260
3/9/2015,79.36507937,79.5,79.5,78.5,78.5,79,35.38,410
4/9/2015,78.47533632,82,82,82,82,82,36.96,30.42
7/9/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
8/9/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
9/9/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
10/9/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
11/9/2015,0.00 / 0.00%,82,82,82,82,82,36.96,260
14/09/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
15/09/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
16/09/2015,81.96721311,79,79,79,79,79,35.6,350
17/09/2015,78.94736842,82,82,82,82,82,36.96,20
18/09/2015,81.96721311,78,78,78,78,78,35.15,500
21/09/2015,0.00 / 0.00%,80,80,78,78,78.24,35.15,1.93
22/09/2015,0.00 / 0.00%,78,78,78,78,78,35.15,0
23/09/2015,77.97270955,80,82,80,82,81.13,36.96,7.95
24/09/2015,0.00 / 0.00%,81,82,81,82,81.41,36.96,6.51
25/09/2015,81.96721311,83,84,83,84,83.33,37.86,1.5
28/09/2015,84.03361345,80,83,80,83,80,37.41,50
29/09/2015,82.98755187,81,81,81,81,81,36.51,300
30/09/2015,0.00 / 0.00%,81,81,81,81,81,36.51,700
1/10/2015,0.00 / 0.00%,81,81,81,81,81,36.51,0
2/10/2015,81.30081301,82,82,82,82,82,36.96,1.26
5/10/2015,81.96721311,81,81,81,81,81,36.51,7.62
6/10/2015,80.97165992,83,83,83,83,83,37.41,49.78
7/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,0
8/10/2015,83.33333333,83,84,82,84,83.47,37.86,2.48
9/10/2015,0.00 / 0.00%,84,84,83.5,84,83.88,37.86,9.15
12/10/2015,0.00 / 0.00%,84,84,84,84,84,37.86,1.7
13/10/2015,0.00 / 0.00%,84,84,84,84,84,37.86,0
14/10/2015,84.03361345,83,83,83,83,83,37.41,1.29
15/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,220
16/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,0
19/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,6.99
20/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,0
21/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,2.26
22/10/2015,0.00 / 0.00%,83,83,83,83,83,37.41,10
23/10/2015,83.33333333,78,83,78,82,78.38,36.96,2.96
26/10/2015,81.96721311,80,80,80,80,80,36.05,110
27/10/2015,0.00 / 0.00%,80,80,80,80,80,36.05,0
28/10/2015,0.00 / 0.00%,80,80,80,80,80,36.05,0
29/10/2015,0.00 / 0.00%,80,80,80,80,80,36.05,0
30/10/2015,80,83,83,83,83,83,37.41,2.07
2/11/2015,83.33333333,82.5,82.5,82.5,82.5,82.5,37.18,10
3/11/2015,82.6446281,81.5,81.5,81.5,81.5,81.5,36.73,200
4/11/2015,0.00 / 0.00%,81.5,81.5,81.5,81.5,81.5,36.73,0
5/11/2015,0.00 / 0.00%,81.5,82,81.5,81.5,81.63,36.73,120
6/11/2015,81.96721311,81.5,82,81.5,82,81.97,36.96,1.22
9/11/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
10/11/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
11/11/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
12/11/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
13/11/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
16/11/2015,81.96721311,80.5,80.5,80,80,80,36.05,39.669
17/11/2015,80,80.5,83,80.5,83,80.65,37.41,2.17
18/11/2015,82.87292818,83,83,81.5,81.5,82.11,36.73,950
19/11/2015,81.30081301,81.5,81.5,80.5,80.5,80.95,36.28,630
20/11/2015,80.64516129,81,81,81,81,81,36.51,430
23/11/2015,80.90614887,81.5,81.5,78.5,78.5,81.31,35.38,3.96
24/11/2015,0.00 / 0.00%,78.5,78.5,78.5,78.5,78.5,35.38,27.01
25/11/2015,78.6163522,81.5,81.5,81,81,81.5,36.51,2
26/11/2015,81.08108108,82,82.5,82,82.5,82.25,37.18,600
27/11/2015,81.96721311,82.5,83,82.5,83,82.75,37.41,600
30/11/2015,83.33333333,82.5,82.5,82.5,82.5,82.5,37.18,200
1/12/2015,81.96721311,83,83,83,83,83,37.41,20
2/12/2015,0.00 / 0.00%,83,83,83,83,83,37.41,500
3/12/2015,83.33333333,82.5,82.5,82,82,82,36.96,6.5
4/12/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
7/12/2015,0.00 / 0.00%,82,82,82,82,82,36.96,1.42
8/12/2015,81.96721311,82,82,81.5,81.5,81.77,36.73,3.73
9/12/2015,0.00 / 0.00%,81.5,82,81.5,81.5,81.63,36.73,890
10/12/2015,0.00 / 0.00%,81.5,81.5,81.5,81.5,81.5,36.73,20
11/12/2015,81.96721311,82,82,82,82,82,36.96,2.4
14/12/2015,0.00 / 0.00%,82,82,82,82,82,36.96,0
15/12/2015,81.96721311,83,83,83,83,83,37.41,25.8
16/12/2015,83.33333333,82,82,82,82,82,36.96,1.2
17/12/2015,0.00 / 0.00%,82,83,82,82,82.57,36.96,9.58
18/12/2015,0.00 / 0.00%,82,82,82,82,82,36.96,500
21/12/2015,81.96721311,83,83,83,83,83,37.41,270
22/12/2015,0.00 / 0.00%,83,83,83,83,83,37.41,150.06
23/12/2015,0.00 / 0.00%,83,83,83,83,83,37.41,3
24/12/2015,83.33333333,83,83.5,83,83.5,83.13,37.63,830
25/12/2015,0.00 / 0.00%,83.5,83.5,83.5,83.5,83.5,37.63,0
28/12/2015,0.00 / 0.00%,83.5,83.5,83.5,83.5,83.5,37.63,0
29/12/2015,0.00 / 0.00%,83.5,83.5,83.5,83.5,83.5,37.63,300
30/12/2015,83.33333333,83,83,83,83,83,37.41,40
31/12/2015,82.95625943,83,88.5,82,88.5,86.36,39.89,660
4/1/2016,88.75739645,84,90,84,90,89.94,40.56,94.83
5/1/2016,90.01636661,86,86,84.5,84.5,85.19,38.08,270
6/1/2016,0.00 / 0.00%,84.5,84.5,84.5,84.5,84.5,38.08,0
7/1/2016,84.26966292,83,84,83,83,83.75,37.41,800
8/1/2016,0.00 / 0.00%,83,83,83,83,83,37.41,0
11/1/2016,0.00 / 0.00%,83,83,83,83,83,37.41,1.4
12/1/2016,0.00 / 0.00%,83,83,83,83,83,37.41,68.52
13/01/2016,0.00 / 0.00%,83,83,83,83,83,37.41,0
14/01/2016,83.33333333,83.5,83.5,83.5,83.5,83.5,37.63,330
15/01/2016,83.33333333,83.5,85,83.5,84.5,84.56,38.08,620
18/01/2016,84.74576271,84,84,84,84,84,37.86,2.86
19/01/2016,83.95522388,88.5,88.5,88.5,88.5,88.5,39.89,200
20/01/2016,0.00 / 0.00%,88.5,88.5,88.5,88.5,88.5,39.89,0
21/01/2016,88.60759494,85,85,85,85,85,38.31,200
22/01/2016,0.00 / 0.00%,85,85,85,85,85,38.31,0
25/01/2016,84.74576271,86,88.5,86,86,86.63,38.76,140
26/01/2016,85.83690987,84,84,84,84,84,38.76,0
27/01/2016,0.00 / 0.00%,84,84,84,84,84,38.76,0
28/01/2016,83.79888268,82.5,84,82.5,82.5,83.95,38.07,570
29/01/2016,0.00 / 0.00%,82.5,82.5,82.5,82.5,82.5,38.07,20
1/2/2016,82.6446281,82.5,83.5,82.5,83.5,83.33,38.53,1.26
2/2/2016,83.50730689,79.5,79.5,79.5,79.5,79.5,36.68,10
3/2/2016,79.47976879,79.5,85,79.5,85,82.25,39.22,30
4/2/2016,0.00 / 0.00%,79.5,85,79.5,85,82.25,39.22,30
5/2/2016,0.00 / 0.00%,85,85,85,85,85,39.22,980
15/02/2016,0.00 / 0.00%,85,85,85,85,85,39.22,250
16/02/2016,0.00 / 0.00%,85,85,85,85,85,39.22,1
17/02/2016,0.00 / 0.00%,85,85,85,85,85,39.22,20
18/02/2016,0.00 / 0.00%,85,85,85,85,85,39.22,90
19/02/2016,84.74576271,85,86,85,85.5,85.19,39.45,2.97
22/02/2016,86.20689655,85.5,86,85.5,86,85.75,39.68,520
23/02/2016,85.95988539,85,92,85,89,86.26,41.07,3.94
24/02/2016,89.28571429,90,90,90,90,90,41.53,10
25/02/2016,89.28571429,89,90.5,89,90.5,89.35,41.76,2.91
26/02/2016,90.90909091,90,92,88,90,89.83,41.53,5.41
29/02/2016,90.09009009,93,93,91,91,92,41.99,110
1/3/2016,90.90909091,92.5,93,92.5,93,92.66,42.91,2.18
2/3/2016,93.02325581,92,99,92,99,97.73,45.68,3.09
3/3/2016,99.00990099,100,105,100,103,102.36,47.53,1.97
4/3/2016,103.0927835,103,106,103,105,104.25,48.45,2.04
7/3/2016,0.00 / 0.00%,105,107,105,105,105.82,48.45,5.33
8/3/2016,105.2631579,105,107,105,107,105.26,49.37,1.33
9/3/2016,106.9518717,105,107,105,105,105.52,48.45,6.89
10/3/2016,105.2631579,100,103,99,103,99.13,47.53,1.92
11/3/2016,103.0927835,103,105,100,100,101.52,46.14,660
14/03/2016,100,101,101,97,97,98.77,44.76,3.24
15/03/2016,97.08737864,97,97,95,95,96.09,43.83,2.56
16/03/2016,95.23809524,99,99,95.5,96,95.65,44.3,1.15
17/03/2016,95.92326139,99,100,99,100,100,46.14,650
18/03/2016,0.00 / 0.00%,100,100,100,100,100,46.14,180
21/03/2016,100,98.5,100,98.5,99.5,99,45.91,1
22/03/2016,100,100,100,99.5,100,100,46.14,3.84
23/03/2016,0.00 / 0.00%,99.5,100,99.5,100,99.7,46.14,6.67
24/03/2016,100,98,101,98,101,100.35,46.6,2.84
25/03/2016,0.00 / 0.00%,101,101,99.5,101,100.37,46.6,13.49
28/03/2016,101.010101,102,108,102,108,107.25,49.83,30.62
29/03/2016,108.1081081,111,115,107,110,109.01,50.76,3.33
30/03/2016,109.8901099,114,117,114,115,115.91,53.06,24.07
31/03/2016,114.9425287,115,115,108,108,112.1,49.83,9.01
1/4/2016,107.5268817,103,111,101,109,102.46,50.29,15.46
4/4/2016,0.00 / 0.00%,103,109,103,109,108.71,50.29,5.28
5/4/2016,109.2896175,109,111,109,111,110.75,51.22,930
6/4/2016,110.9350238,110,118,108,118,115.06,54.45,14.28
7/4/2016,118.1102362,115,116,115,115,115.25,53.06,1.81
8/4/2016,114.9425287,119,119,112,112,114.71,51.68,5.44
11/4/2016,111.7318436,112,114,110,114,110.16,52.6,4.33
12/4/2016,114.2857143,113,113,112,112,112.5,51.68,420
13/04/2016,0.00 / 0.00%,114,114,112,112,113.64,51.68,1.32
14/04/2016,0.00 / 0.00%,112,112,110,112,110.77,51.68,650
15/04/2016,0.00 / 0.00%,113,113,112,112,112.5,51.68,920
19/04/2016,0.00 / 0.00%,114,114,112,112,113.04,51.68,470
20/04/2016,111.7318436,110,111,110,110,110.06,50.76,9.05
21/04/2016,109.8901099,113,113,110,113,111.11,52.14,1.62
22/04/2016,112.9943503,114,119,114,119,114.88,54.91,3.83
25/04/2016,119.047619,119,119,112,118,112.9,54.45,310
26/04/2016,117.6470588,112,117,112,117,115.38,53.99,130
27/04/2016,0.00 / 0.00%,113,117,113,117,115,53.99,80
28/04/2016,0.00 / 0.00%,114,117,114,117,115.5,53.99,230
29/04/2016,117.1875,118,118,114,114,115.26,52.6,4.39
4/5/2016,114.2857143,115,116,114,116,114.75,53.52,610
5/5/2016,116.2790698,114,115,113,115,114.25,53.06,1.1
6/5/2016,114.9425287,117,117,115,117,116.55,53.99,14.02
9/5/2016,117.6470588,120,120,117,118,118,54.45,500
10/5/2016,118.1102362,117,117,115,115,116.13,53.06,310
11/5/2016,0.00 / 0.00%,115,115,115,115,115,53.06,30
12/5/2016,114.9425287,116,118,116,118,117.65,54.45,170
13/05/2016,0.00 / 0.00%,118,119,117,118,118,54.45,540
16/05/2016,117.6470588,120,120,117,117,119.82,53.99,5.65
17/05/2016,117.1875,117,120,117,120,119.67,55.37,3
18/05/2016,119.760479,122,122,122,122,122,56.29,10
19/05/2016,121.9512195,122,122,115,121,120.73,55.83,820
20/05/2016,121.2121212,119,120,119,119,119.25,54.91,2.12
23/05/2016,0.00 / 0.00%,119,119,119,119,119,54.91,2
24/05/2016,119.047619,119,120,119,120,119.5,55.37,20.53
25/05/2016,119.94003,120,128,120,128,120.91,59.06,2.2
26/05/2016,0.00 / 0.00%,121,128,121,128,124.5,59.06,20
27/05/2016,128.2051282,126,127,121,126,125.97,58.14,1.54
30/05/2016,0.00 / 0.00%,125,127,125,126,126.48,58.14,6.76
31/05/2016,0.00 / 0.00%,126,126,124,126,124.73,58.14,23.64
1/6/2016,126.5822785,126,127,126,127,126.5,58.6,470
2/6/2016,126.5822785,133,133,127,128,128.94,59.06,11.61
3/6/2016,127.9317697,129,134,129,134,131.27,61.83,51.24
6/6/2016,134.0482574,142,142,138,139,140.52,64.14,19.89
7/6/2016,138.8888889,140,140,130,133,133.23,61.37,13.12
8/6/2016,132.9787234,135,138,132,138,136.04,63.68,93.84
9/6/2016,138.2488479,138,141,138,141,139.91,65.06,144.39
10/6/2016,141.0018553,107,107,101,103,102.75,67.01,43.35
13/06/2016,103.0927835,103,106,103,106,103.66,68.96,12.3
14/06/2016,106.0606061,106,113,106,113,112.12,73.52,141.34
15/06/2016,112.9943503,120,120,115,115,119.34,74.82,48.8
16/06/2016,114.9425287,120,121,117,120,119.76,78.07,11.03
17/06/2016,119.760479,120,120,117,118,118.01,76.77,10.33
20/06/2016,118.1102362,120,120,115,115,117.12,74.82,8.12
21/06/2016,114.9425287,117,117,116,116,116.5,75.47,2.03
22/06/2016,116.2790698,116,116,113,115,115,74.82,2.86
23/06/2016,114.9425287,115,118,115,116,116.14,75.47,8.55
24/06/2016,115.8301158,115,116,111,113,113.01,73.52,6.35
27/06/2016,0.00 / 0.00%,113,113,113,113,113,73.52,20
28/06/2016,113.6363636,113,116,112,112,113.5,72.87,5.11
29/06/2016,112.3595506,113,115,113,113,113.05,73.52,8.35
30/06/2016,112.9943503,115,118,115,115,115.1,74.82,13.91
1/7/2016,114.9425287,115,115,113,113,113.46,73.52,1.04
4/7/2016,113.1221719,115,120,115,118,117.53,76.77,22.81
5/7/2016,118.3431953,119,120,118,120,119.07,78.07,20.92
6/7/2016,120.4819277,115,120,115,119,117.24,77.42,50.02
7/7/2016,0.00 / 0.00%,119,119,116,119,118.78,77.42,4.1
8/7/2016,119.047619,120,120,117,118,119.66,76.77,7.07
11/7/2016,0.00 / 0.00%,118,118,113,118,113.17,76.77,10.63
12/7/2016,117.6470588,118,118,116,117,117.77,76.12,2.42
13/07/2016,116.9590643,116,117,114,115,115.5,74.82,230
14/07/2016,114.9425287,115,117,113,116,113.36,75.47,2.62
15/07/2016,116.0092807,108,117,108,111,109.13,72.22,17.85
18/07/2016,111.1111111,108,112,108,112,109.72,72.87,2.88
19/07/2016,0.00 / 0.00%,112,112,111,112,111.75,72.87,1.19
20/07/2016,0.00 / 0.00%,112,112,110,112,111.5,72.87,400
21/07/2016,0.00 / 0.00%,112,115,112,112,112.18,72.87,2.71
22/07/2016,111.7318436,114,114,114,114,114,74.17,400
25/07/2016,113.6363636,113,115,112,115,113.99,74.82,5.36
26/07/2016,114.9425287,115,115,110,114,113.5,74.17,190
27/07/2016,0.00 / 0.00%,115,115,112,114,112.05,74.17,830
28/07/2016,113.6363636,113,114,113,113,113.48,73.52,890
29/07/2016,113.6363636,114,114,113,114,113.85,74.17,2.31
1/8/2016,114.0684411,111,112,108,111,109.71,72.22,14.01
2/8/2016,111.1111111,111,111,107,110,108.18,71.57,2.2
3/8/2016,109.8901099,110,110,107,107,108.38,69.61,1.67
4/8/2016,107.1428571,107,110,107,110,108.82,71.57,8.84
5/8/2016,109.8901099,108,108,107,107,107.41,69.61,4.99
8/8/2016,107.1428571,107,107,104,104,106.73,67.66,2.56
9/8/2016,103.950104,104,109,104,109,107.31,70.92,3.01
10/8/2016,0.00 / 0.00%,108,109,107,109,108.23,70.92,4.13
11/8/2016,109.2896175,109,112,107,111,107.7,72.22,13.5
12/8/2016,0.00 / 0.00%,111,111,108,111,109.6,72.22,30.52
15/08/2016,111.1111111,110,112,110,112,110.19,72.87,4.32
16/08/2016,0.00 / 0.00%,111,113,110,112,111.98,72.87,3.59
17/08/2016,0.00 / 0.00%,112,112,111,112,111.36,72.87,1.76
18/08/2016,0.00 / 0.00%,113,113,112,112,112.5,72.87,760
19/08/2016,0.00 / 0.00%,111,112,110,112,111.8,72.87,5.93
22/08/2016,112.3595506,110,113,110,113,111.55,73.52,5.29
23/08/2016,0.00 / 0.00%,113,113,113,113,113,73.52,6.28
24/08/2016,113.6363636,113,113,112,112,112.09,72.87,910
25/08/2016,0.00 / 0.00%,111,112,111,112,111.56,72.87,8.22
26/08/2016,111.7318436,112,112,110,110,110.92,71.57,2.84
29/08/2016,109.8901099,110,112,105,112,106.89,72.87,6.97
30/08/2016,0.00 / 0.00%,112,112,112,112,112,72.87,30
31/08/2016,0.00 / 0.00%,111,112,110,112,111.63,72.87,1.29
1/9/2016,0.00 / 0.00%,110,112,110,112,111.04,72.87,3.17
5/9/2016,0.00 / 0.00%,112,112,111,112,111.75,72.87,1.32
6/9/2016,0.00 / 0.00%,111,112,111,112,111.5,72.87,740
7/9/2016,0.00 / 0.00%,111,114,110,112,111.85,72.87,5.99
8/9/2016,0.00 / 0.00%,108,112,108,112,110.46,72.87,11.09
9/9/2016,0.00 / 0.00%,112,112,112,112,112,72.87,10
12/9/2016,0.00 / 0.00%,111,112,111,112,111.69,72.87,38.32
13/09/2016,0.00 / 0.00%,112,112,110,112,111.9,72.87,19.16
14/09/2016,111.1111111,112,112.5,111,112.5,111.98,73.19,7.76
15/09/2016,113.6363636,113,113,113,113,113,73.52,2.01
16/09/2016,0.00 / 0.00%,111,114,111,113,111.11,73.52,630
19/09/2016,111.1111111,112,112.8,111.6,112.8,112.09,73.39,10.59
20/09/2016,0.00 / 0.00%,113.8,113.8,110,112.8,113.04,73.39,230
21/09/2016,0.00 / 0.00%,112.8,112.8,112.5,112.8,112.73,73.39,220
22/09/2016,112.6760563,112,112,110,112,110.96,72.87,5.84
23/09/2016,0.00 / 0.00%,111.9,112,111.9,112,111.95,72.87,4.79
26/09/2016,0.00 / 0.00%,111.5,112.6,110,112,112.17,72.87,8.96
27/09/2016,112.3595506,112,113,112,113,112.63,73.52,4.83
28/09/2016,113.2075472,112.1,117,112.1,116,116.11,75.47,10.86
29/09/2016,116.0337553,118,123.5,118,121.5,120.12,79.05,18.69
30/09/2016,121.2121212,122,124,121.5,123.5,122.55,80.35,25.94
3/10/2016,125,122,124.9,122,124,123.59,80.67,7.08
4/10/2016,123.4567901,124,124,123,123,123.93,80.02,1.63
5/10/2016,123.0769231,117.5,125,117.5,123.8,122.45,80.54,7.26
6/10/2016,123.752495,125,130,125,130,127.96,84.58,10.8
7/10/2016,0.00 / 0.00%,130,130,127.1,130,129.21,84.58,5.17
10/10/2016,129.8701299,130,130,123.1,124,125.43,80.67,3.46
11/10/2016,123.9669421,124,127,124,127,125.97,82.63,770
12/10/2016,127.1186441,124,124,123,124,123.79,80.67,2.27
13/10/2016,0.00 / 0.00%,123.5,124,121,124,121.99,80.67,3.41
14/10/2016,123.9316239,123.5,124.1,121.1,121.1,124.03,78.79,3.18
17/10/2016,121.6216216,121.2,121.2,120.2,120.2,120.59,78.2,340
18/10/2016,117.6470588,120,120,120,120,120,78.07,140
19/10/2016,0.00 / 0.00%,119,120,119,120,119.78,78.07,2.78
20/10/2016,0.00 / 0.00%,120.1,120.1,120,120,120,78.07,1
21/10/2016,0.00 / 0.00%,120,120,120,120,120,78.07,30
24/10/2016,119.94003,120,120,112,112,112.89,72.87,12.65
25/10/2016,111.9402985,112,115,112,115,112.69,74.82,6.57
26/10/2016,0.00 / 0.00%,115,115,112.5,115,113.79,74.82,1.16
27/10/2016,114.9425287,114.8,120,114.8,118,115.53,76.77,7.6
28/10/2016,125,118.9,118.9,114,117.9,116.67,76.71,300
31/10/2016,118.0124224,115,116,115,116,115,75.47,1.2
1/11/2016,115.8301158,119,119,118.8,119,118.99,77.42,790
2/11/2016,0.00 / 0.00%,117.8,119,117.8,119,118.37,77.42,490
3/11/2016,119.047619,115.2,117.8,114,117,114.35,76.12,6.62
4/11/2016,117.1875,116,117,114,114,114.25,74.17,3.72
7/11/2016,114.2857143,113.5,116,113.5,116,113.95,75.47,430
8/11/2016,115.8536585,114,117.9,113.5,117.9,114.08,76.71,2.77
9/11/2016,117.8861789,114,115,114,115,114.04,74.82,1.79
10/11/2016,0.00 / 0.00%,114.7,116,114,115,114.36,74.82,1.81
11/11/2016,114.9425287,115,115,114,114,114.69,74.17,1.43
14/11/2016,113.6363636,114,116,114,115,114.79,74.82,3.11
15/11/2016,0.00 / 0.00%,116,116,114.9,115,115.08,74.82,5.9
16/11/2016,0.00 / 0.00%,115,115,115,115,115,74.82,1.15
17/11/2016,0.00 / 0.00%,115,115,114,115,114.75,74.82,1.02
18/11/2016,0.00 / 0.00%,114,115,114,115,114.5,74.82,50
21/11/2016,116.2790698,115,115,114,114.5,114.29,74.49,1.26
22/11/2016,115.3846154,114.5,114.8,114,114.8,114.23,74.69,2.81
23/11/2016,114.2857143,115,115,114,114,114.08,74.17,18.54
24/11/2016,113.6363636,114,115,114,115,114.04,74.82,1.14
25/11/2016,0.00 / 0.00%,114,115,114,115,114.51,74.82,5.1
28/11/2016,114.9425287,114,114.1,114,114,114.08,74.17,8.17
29/11/2016,111.1111111,115,115,114.2,114.2,114.6,74.3,860
30/11/2016,114.2857143,114.5,115,114.5,115,114.75,74.82,2.11
1/12/2016,0.00 / 0.00%,114.7,115,114.5,115,114.88,74.82,2.15
2/12/2016,111.1111111,115,115.1,115,115.1,115.05,74.88,2.81
5/12/2016,114.2857143,115.1,115.5,114.2,115.5,115.18,75.14,1.12
6/12/2016,114.2857143,116,116,115,115.1,115.24,74.88,2.69
7/12/2016,115.3846154,115,115.1,114.2,114.2,114.68,74.3,4.02
8/12/2016,114.2857143,114.1,115,114,115,114.49,74.82,2.07
9/12/2016,116.2790698,114.5,114.5,114,114.5,114.38,74.49,1.6
12/12/2016,115.3846154,114.5,115,114.2,114.2,114.35,74.3,4.46
13/12/2016,111.1111111,114.2,114.2,114,114,114.03,74.17,18.96
14/12/2016,111.1111111,114,114,113,113.9,113.57,74.1,4.21
15/12/2016,113.9240506,113.1,113.1,113,113,113.05,73.52,1.35
16/12/2016,0.00 / 0.00%,113,113,112.5,113,112.95,73.52,2.24
19/12/2016,111.1111111,111,113.1,110.1,113.1,111.83,73.58,2.06
20/12/2016,0.00 / 0.00%,115.1,115.1,113.1,113.1,113.47,73.58,3.86
21/12/2016,0.00 / 0.00%,113.1,113.1,113.1,113.1,113.1,73.58,2.95
22/12/2016,0.00 / 0.00%,113.1,113.1,113.1,113.1,113.1,73.58,10
23/12/2016,112.5,113.1,114,113.1,114,113.55,74.17,4.91
26/12/2016,111.1111111,113.1,114.5,113.1,114.2,113.96,74.3,3.08
27/12/2016,111.1111111,114,114,114,114,114,74.17,1.04
28/12/2016,113.6363636,114,115,114,115,114.04,74.82,990
29/12/2016,114.9425287,115.5,115.5,114,114,114.12,74.17,4.32
30/12/2016,0.00 / 0.00%,114,114,114,114,114,74.17,0
3/1/2017,113.6363636,113.7,113.7,113,113,113.35,74.83,200
4/1/2017,0.00 / 0.00%,113,113,113,113,113,74.83,0
5/1/2017,113.6363636,113.2,113.2,112.5,112.5,113.13,74.5,1.6
6/1/2017,111.1111111,112.9,112.9,112.9,112.9,112.9,74.76,170
9/1/2017,114.2857143,111,112.5,111,112.5,111.75,74.5,370
10/1/2017,0.00 / 0.00%,112,112.5,110,112.5,110.92,74.5,4.58
11/1/2017,0.00 / 0.00%,112.5,112.5,112.5,112.5,112.5,74.5,0
12/1/2017,0.00 / 0.00%,112.5,112.5,112.5,112.5,112.5,74.5,450
13/01/2017,0.00 / 0.00%,112.5,112.5,112,112.5,112.33,74.5,2.19
16/01/2017,113.6363636,113.9,113.9,113,113,113.45,74.83,80
17/01/2017,113.6363636,113,113.5,110,113.5,112.5,75.16,220
18/01/2017,0.00 / 0.00%,113.5,113.5,113.5,113.5,113.5,75.16,0
19/01/2017,0.00 / 0.00%,113.5,113.5,113.5,113.5,113.5,75.16,1.03
20/01/2017,0.00 / 0.00%,113.5,113.7,113.5,113.5,113.54,75.16,960
23/01/2017,113.6363636,113.5,114,113,113,113.38,74.83,280
24/01/2017,113.6363636,113,113,112,112,112.21,74.17,6.39
25/01/2017,0.00 / 0.00%,112,112,112,112,112,74.17,0
2/2/2017,0.00 / 0.00%,112,112,112,112,112,74.17,0
3/2/2017,111.1111111,114,114,112.5,112.5,113.25,74.5,640
6/2/2017,0.00 / 0.00%,112.5,112.5,112.5,112.5,112.5,74.5,0
7/2/2017,113.6363636,112,113.5,112,113,112.96,74.83,2.16
8/2/2017,112.9943503,113,120.9,113,115,115.44,76.15,1.49
9/2/2017,117.6470588,115.2,115.2,115.2,115.2,115.2,76.29,110
10/2/2017,115.2263374,116.1,118,116.1,118,117.98,78.14,890
13/02/2017,0.00 / 0.00%,118,120,116.5,118,119.83,78.14,2.42
14/02/2017,0.00 / 0.00%,118,118,118,118,118,78.14,0
