Ngay,Thay doi,Mo cua,Cao nhat,Thap nhat,Dong cua,Trung binh,Dong cua DC,Khoi luong
12/9/2022,100,95.4,99.9,95,95.6,96.64,93.52,16.7
13/09/2022,95.23809524,95.4,95.4,94.2,95.4,94.87,93.32,900
14/09/2022,0.00 / 0.00%,93,96,93,95.4,95.38,93.32,3.3
15/09/2022,0.00 / 0.00%,95.4,95.4,95.3,95.4,95.39,93.32,17.4
16/09/2022,0.00 / 0.00%,95.4,95.4,95.4,95.4,95.4,93.32,0
19/09/2022,0.00 / 0.00%,95.4,95.4,95.4,95.4,95.4,93.32,0
20/09/2022,95.23809524,95.4,97,95.3,96,96.65,93.91,7.1
21/09/2022,95.23809524,96,96,95.8,95.8,95.9,93.72,200
22/09/2022,95.23809524,95.7,97,95.7,96,96.53,93.91,8.9
23/09/2022,0.00 / 0.00%,96,96,96,96,96,93.91,1.7
26/09/2022,100,95.9,95.9,95.8,95.9,95.88,93.81,400
27/09/2022,95.9752322,96,100,96,99,99.71,96.85,11.2
28/09/2022,0.00 / 0.00%,98.5,100.1,98.5,99,99.43,96.85,8.9
29/09/2022,0.00 / 0.00%,99,99.8,98.9,99,99.03,96.85,7
30/09/2022,98.8700565,98.9,100,95.5,95.5,99.87,93.42,10.1
3/10/2022,96.15384615,98,98,96,96,96.56,93.91,2.2
4/10/2022,0.00 / 0.00%,96,96,95.9,96,96,93.91,4.4
5/10/2022,0.00 / 0.00%,96,96,96,96,96,93.91,300
6/10/2022,96.02649007,98.9,98.9,98.9,98.9,98.9,96.75,200
7/10/2022,98.9010989,98,98,98,98,98,95.87,100
10/10/2022,98.03921569,98,98,91.5,96,92.23,93.91,3
11/10/2022,0.00 / 0.00%,96,96,96,96,96,93.91,0
12/10/2022,95.23809524,95.8,95.8,95.8,95.8,95.8,93.72,3.3
13/10/2022,95.23809524,95.4,95.4,95.4,95.4,95.4,93.32,300
14/10/2022,95.23809524,95.9,95.9,95,95,95,92.93,400
17/10/2022,0.00 / 0.00%,88.7,95,88.7,95,92.48,92.93,3.5
18/10/2022,90.90909091,95,95,94.8,94.9,94.87,92.83,2.1
19/10/2022,0.00 / 0.00%,94.9,94.9,94.6,94.9,94.73,92.83,2.3
20/10/2022,90.90909091,95,99.8,94.9,95,96.36,92.93,4.9
21/10/2022,95.23809524,95,100,95,96,97.36,93.91,2.8
24/10/2022,96.15384615,95,95,95,95,95,92.93,3.6
25/10/2022,94.78672986,94.6,94.6,90.5,93,93.11,90.98,5.3
26/10/2022,93.16770186,98,98,94,94.5,94.6,92.44,5.1
27/10/2022,0.00 / 0.00%,94.5,94.5,93.1,94.5,93.55,92.44,9.2
28/10/2022,0.00 / 0.00%,93.6,94.5,93.6,94.5,94.3,92.44,2.7
31/10/2022,94.33962264,94.5,94.5,93,93,93.99,90.98,7.7
1/11/2022,92.78350515,93.1,93.9,93,93.9,93.21,91.86,4
2/11/2022,94.05940594,93.9,96,93.6,95.8,94.76,93.72,3
3/11/2022,95.74468085,95,95,94.8,94.9,94.89,92.83,3
4/11/2022,95,94.8,94.9,93,93,94.62,90.98,3.4
7/11/2022,93.02325581,93.5,97,93.5,97,94.42,94.89,3.1
8/11/2022,97.08737864,95.7,95.7,93,94,94.48,91.95,3.4
9/11/2022,94.11764706,94,94.8,93.9,94.8,94.23,92.74,3
10/11/2022,94.73684211,94,94,88.8,93,93.25,90.98,4.4
11/11/2022,92.59259259,87.1,93,87.1,92,91.85,90,4.7
14/11/2022,91.74311927,94.9,94.9,91,91,91.13,89.02,3.6
15/11/2022,0.00 / 0.00%,90.9,91,90,91,90.69,89.02,5.2
16/11/2022,90.90909091,84.7,92.7,84.7,91.9,87.21,89.9,5.1
17/11/2022,90.90909091,90.8,90.8,90,90,90.08,90,5.7
18/11/2022,0.00 / 0.00%,90,90,89,90,89.84,90,6.3
